,input,choice,label,demographic,year
8620,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,546,male,2020
8621,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,320,male,2020
8622,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,312,male,2020
8623,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,177,male,2020
8624,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,536,male,2020
8625,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,6150,female,2020
8626,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,1366,female,2020
8627,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,1044,female,2020
8628,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,752,female,2020
8629,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,1339,female,2020
8630,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,616,female,2020
8631,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,353,female,2020
8632,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,283,female,2020
8633,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,176,female,2020
8634,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,518,female,2020
8635,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,1611,male,2021
8636,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,221,male,2021
8637,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,297,male,2021
8638,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,117,male,2021
8639,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,289,male,2021
8640,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,103,male,2021
8641,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,78,male,2021
8642,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,176,male,2021
8643,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,43,male,2021
8644,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,175,male,2021
8645,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,2369,female,2021
8646,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,260,female,2021
8647,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,333,female,2021
8648,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,131,female,2021
8649,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,324,female,2021
8650,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,112,female,2021
8651,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,95,female,2021
8652,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,147,female,2021
8653,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,63,female,2021
8654,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,194,female,2021
8655,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,1130,male,2022
8656,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,135,male,2022
8657,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,51,male,2022
8658,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,33,male,2022
8659,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,57,male,2022
8660,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,21,male,2022
8661,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,18,male,2022
8662,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,9,male,2022
8663,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,13,male,2022
8664,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,56,male,2022
8665,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,1159,female,2022
8666,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,156,female,2022
8667,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,74,female,2022
8668,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,40,female,2022
8669,Justifiable: Claiming government benefits to which you are not entitled,Never justifiable,30,female,2022
8670,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,19,female,2022
8671,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,10,female,2022
8672,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,13,female,2022
8673,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,14,female,2022
8674,Justifiable: Claiming government benefits to which you are not entitled,Always justifiable,70,female,2022
8675,Member: Belong to consumer groups,not mentioned,15538,male,2017
8676,Member: Belong to consumer groups,mentioned,981,male,2017
8677,Member: Belong to consumer groups,not mentioned,18148,female,2017
8678,Member: Belong to consumer groups,mentioned,994,female,2017
8679,Member: Belong to consumer groups,not mentioned,27263,male,2018
8680,Member: Belong to consumer groups,mentioned,2291,male,2018
8681,Member: Belong to consumer groups,not mentioned,32129,female,2018
8682,Member: Belong to consumer groups,mentioned,2400,female,2018
8683,Member: Belong to consumer groups,not mentioned,4712,male,2019
8684,Member: Belong to consumer groups,mentioned,308,male,2019
8685,Member: Belong to consumer groups,not mentioned,5326,female,2019
8686,Member: Belong to consumer groups,mentioned,360,female,2019
8687,Member: Belong to consumer groups,not mentioned,9644,male,2020
8688,Member: Belong to consumer groups,mentioned,1425,male,2020
8689,Member: Belong to consumer groups,not mentioned,11436,female,2020
8690,Member: Belong to consumer groups,mentioned,1194,female,2020
8691,Member: Belong to consumer groups,not mentioned,2680,male,2021
8692,Member: Belong to consumer groups,mentioned,424,male,2021
8693,Member: Belong to consumer groups,not mentioned,3632,female,2021
8694,Member: Belong to consumer groups,mentioned,407,female,2021
8695,Member: Belong to consumer groups,not mentioned,1264,male,2022
8696,Member: Belong to consumer groups,mentioned,285,male,2022
8697,Member: Belong to consumer groups,not mentioned,1386,female,2022
8698,Member: Belong to consumer groups,mentioned,241,female,2022
8699,Confidence: Armed Forces,A great deal ,2802,male,2017
8700,Confidence: Armed Forces,Quite a lot,7001,male,2017
8701,Confidence: Armed Forces,Not Very Much,4653,male,2017
8702,Confidence: Armed Forces,None at all,1322,male,2017
8703,Confidence: Armed Forces,A great deal ,2770,female,2017
8704,Confidence: Armed Forces,Quite a lot,8449,female,2017
8705,Confidence: Armed Forces,Not Very Much,5372,female,2017
8706,Confidence: Armed Forces,None at all,1487,female,2017
8707,Confidence: Armed Forces,A great deal ,9562,male,2018
8708,Confidence: Armed Forces,Quite a lot,11496,male,2018
8709,Confidence: Armed Forces,Not Very Much,5537,male,2018
8710,Confidence: Armed Forces,None at all,1969,male,2018
8711,Confidence: Armed Forces,A great deal ,9728,female,2018
8712,Confidence: Armed Forces,Quite a lot,14332,female,2018
8713,Confidence: Armed Forces,Not Very Much,6850,female,2018
8714,Confidence: Armed Forces,None at all,2212,female,2018
8715,Confidence: Armed Forces,A great deal ,1245,male,2019
8716,Confidence: Armed Forces,Quite a lot,2126,male,2019
8717,Confidence: Armed Forces,Not Very Much,1220,male,2019
8718,Confidence: Armed Forces,None at all,389,male,2019
8719,Confidence: Armed Forces,A great deal ,1186,female,2019
8720,Confidence: Armed Forces,Quite a lot,2574,female,2019
8721,Confidence: Armed Forces,Not Very Much,1436,female,2019
8722,Confidence: Armed Forces,None at all,383,female,2019
8723,Confidence: Armed Forces,A great deal ,3045,male,2020
8724,Confidence: Armed Forces,Quite a lot,4588,male,2020
8725,Confidence: Armed Forces,Not Very Much,2209,male,2020
8726,Confidence: Armed Forces,None at all,1181,male,2020
8727,Confidence: Armed Forces,A great deal ,2827,female,2020
8728,Confidence: Armed Forces,Quite a lot,5578,female,2020
8729,Confidence: Armed Forces,Not Very Much,2754,female,2020
8730,Confidence: Armed Forces,None at all,1288,female,2020
8731,Confidence: Armed Forces,A great deal ,843,male,2021
8732,Confidence: Armed Forces,Quite a lot,1030,male,2021
8733,Confidence: Armed Forces,Not Very Much,837,male,2021
8734,Confidence: Armed Forces,None at all,414,male,2021
8735,Confidence: Armed Forces,A great deal ,978,female,2021
8736,Confidence: Armed Forces,Quite a lot,1413,female,2021
8737,Confidence: Armed Forces,Not Very Much,1131,female,2021
8738,Confidence: Armed Forces,None at all,519,female,2021
8739,Confidence: Armed Forces,A great deal ,244,male,2022
8740,Confidence: Armed Forces,Quite a lot,648,male,2022
8741,Confidence: Armed Forces,Not Very Much,444,male,2022
8742,Confidence: Armed Forces,None at all,157,male,2022
8743,Confidence: Armed Forces,A great deal ,135,female,2022
8744,Confidence: Armed Forces,Quite a lot,648,female,2022
8745,Confidence: Armed Forces,Not Very Much,479,female,2022
8746,Confidence: Armed Forces,None at all,203,female,2022
8747,Occupational group - respondent´s spouse (WVS7),Never had a job ,354,male,2017
8748,Occupational group - respondent´s spouse (WVS7),"Professional  and  technical  (for  example:  doctor,  teacher,  engineer,  artist, 
accountant, nurse)",449,male,2017
8749,Occupational group - respondent´s spouse (WVS7),"Higher  administrative  (for  example:  banker,  executive  in  big  business,  high 
government official, union official) ",77,male,2017
8750,Occupational group - respondent´s spouse (WVS7),"Clerical (for example: secretary, clerk, office manager, civil servant, 
bookkeeper ",287,male,2017
8751,Occupational group - respondent´s spouse (WVS7),"Sales (for example: sales manager, shop owner, shop assistant, insurance 
agent, buyer)",319,male,2017
8752,Occupational group - respondent´s spouse (WVS7),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",198,male,2017
8753,Occupational group - respondent´s spouse (WVS7),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, 
tool and die maker, electrician)",141,male,2017
8754,Occupational group - respondent´s spouse (WVS7),"Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, 
carpenter, sheet metal worker, baker)",141,male,2017
8755,Occupational group - respondent´s spouse (WVS7),"Unskilled worker (for example: laborer, porter, unskilled factory worker, 
cleaner) ",135,male,2017
8756,Occupational group - respondent´s spouse (WVS7),"Farm worker (for example: farm laborer, tractor driver)",61,male,2017
8757,Occupational group - respondent´s spouse (WVS7),"Farm proprietor, farm manager",33,male,2017
8758,Occupational group - respondent´s spouse (WVS7),Never had a job ,15,female,2017
8759,Occupational group - respondent´s spouse (WVS7),"Professional  and  technical  (for  example:  doctor,  teacher,  engineer,  artist, 
accountant, nurse)",387,female,2017
8760,Occupational group - respondent´s spouse (WVS7),"Higher  administrative  (for  example:  banker,  executive  in  big  business,  high 
government official, union official) ",97,female,2017
8761,Occupational group - respondent´s spouse (WVS7),"Clerical (for example: secretary, clerk, office manager, civil servant, 
bookkeeper ",193,female,2017
8762,Occupational group - respondent´s spouse (WVS7),"Sales (for example: sales manager, shop owner, shop assistant, insurance 
agent, buyer)",306,female,2017
8763,Occupational group - respondent´s spouse (WVS7),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",192,female,2017
8764,Occupational group - respondent´s spouse (WVS7),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, 
tool and die maker, electrician)",443,female,2017
8765,Occupational group - respondent´s spouse (WVS7),"Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, 
carpenter, sheet metal worker, baker)",450,female,2017
8766,Occupational group - respondent´s spouse (WVS7),"Unskilled worker (for example: laborer, porter, unskilled factory worker, 
cleaner) ",161,female,2017
8767,Occupational group - respondent´s spouse (WVS7),"Farm worker (for example: farm laborer, tractor driver)",108,female,2017
8768,Occupational group - respondent´s spouse (WVS7),"Farm proprietor, farm manager",49,female,2017
8769,Occupational group - respondent´s spouse (WVS7),Never had a job ,4781,male,2018
8770,Occupational group - respondent´s spouse (WVS7),"Professional  and  technical  (for  example:  doctor,  teacher,  engineer,  artist, 
accountant, nurse)",1234,male,2018
8771,Occupational group - respondent´s spouse (WVS7),"Higher  administrative  (for  example:  banker,  executive  in  big  business,  high 
government official, union official) ",281,male,2018
8772,Occupational group - respondent´s spouse (WVS7),"Clerical (for example: secretary, clerk, office manager, civil servant, 
bookkeeper ",1219,male,2018
8773,Occupational group - respondent´s spouse (WVS7),"Sales (for example: sales manager, shop owner, shop assistant, insurance 
agent, buyer)",1344,male,2018
8774,Occupational group - respondent´s spouse (WVS7),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",958,male,2018
8775,Occupational group - respondent´s spouse (WVS7),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, 
tool and die maker, electrician)",652,male,2018
8776,Occupational group - respondent´s spouse (WVS7),"Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, 
carpenter, sheet metal worker, baker)",403,male,2018
8777,Occupational group - respondent´s spouse (WVS7),"Unskilled worker (for example: laborer, porter, unskilled factory worker, 
cleaner) ",703,male,2018
8778,Occupational group - respondent´s spouse (WVS7),"Farm worker (for example: farm laborer, tractor driver)",478,male,2018
8779,Occupational group - respondent´s spouse (WVS7),"Farm proprietor, farm manager",386,male,2018
8780,Occupational group - respondent´s spouse (WVS7),Never had a job ,749,female,2018
8781,Occupational group - respondent´s spouse (WVS7),"Professional  and  technical  (for  example:  doctor,  teacher,  engineer,  artist, 
accountant, nurse)",1388,female,2018
8782,Occupational group - respondent´s spouse (WVS7),"Higher  administrative  (for  example:  banker,  executive  in  big  business,  high 
government official, union official) ",671,female,2018
8783,Occupational group - respondent´s spouse (WVS7),"Clerical (for example: secretary, clerk, office manager, civil servant, 
bookkeeper ",1466,female,2018
8784,Occupational group - respondent´s spouse (WVS7),"Sales (for example: sales manager, shop owner, shop assistant, insurance 
agent, buyer)",1668,female,2018
8785,Occupational group - respondent´s spouse (WVS7),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",1178,female,2018
8786,Occupational group - respondent´s spouse (WVS7),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, 
tool and die maker, electrician)",2385,female,2018
8787,Occupational group - respondent´s spouse (WVS7),"Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, 
carpenter, sheet metal worker, baker)",1924,female,2018
8788,Occupational group - respondent´s spouse (WVS7),"Unskilled worker (for example: laborer, porter, unskilled factory worker, 
cleaner) ",1340,female,2018
8789,Occupational group - respondent´s spouse (WVS7),"Farm worker (for example: farm laborer, tractor driver)",1275,female,2018
8790,Occupational group - respondent´s spouse (WVS7),"Farm proprietor, farm manager",700,female,2018
8791,Occupational group - respondent´s spouse (WVS7),Never had a job ,340,male,2019
8792,Occupational group - respondent´s spouse (WVS7),"Professional  and  technical  (for  example:  doctor,  teacher,  engineer,  artist, 
accountant, nurse)",221,male,2019
8793,Occupational group - respondent´s spouse (WVS7),"Higher  administrative  (for  example:  banker,  executive  in  big  business,  high 
government official, union official) ",52,male,2019
8794,Occupational group - respondent´s spouse (WVS7),"Clerical (for example: secretary, clerk, office manager, civil servant, 
bookkeeper ",247,male,2019
8795,Occupational group - respondent´s spouse (WVS7),"Sales (for example: sales manager, shop owner, shop assistant, insurance 
agent, buyer)",225,male,2019
8796,Occupational group - respondent´s spouse (WVS7),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",305,male,2019
8797,Occupational group - respondent´s spouse (WVS7),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, 
tool and die maker, electrician)",46,male,2019
8798,Occupational group - respondent´s spouse (WVS7),"Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, 
carpenter, sheet metal worker, baker)",62,male,2019
8799,Occupational group - respondent´s spouse (WVS7),"Unskilled worker (for example: laborer, porter, unskilled factory worker, 
cleaner) ",203,male,2019
8800,Occupational group - respondent´s spouse (WVS7),"Farm worker (for example: farm laborer, tractor driver)",55,male,2019
8801,Occupational group - respondent´s spouse (WVS7),"Farm proprietor, farm manager",31,male,2019
8802,Occupational group - respondent´s spouse (WVS7),Never had a job ,51,female,2019
8803,Occupational group - respondent´s spouse (WVS7),"Professional  and  technical  (for  example:  doctor,  teacher,  engineer,  artist, 
accountant, nurse)",300,female,2019
8804,Occupational group - respondent´s spouse (WVS7),"Higher  administrative  (for  example:  banker,  executive  in  big  business,  high 
government official, union official) ",197,female,2019
8805,Occupational group - respondent´s spouse (WVS7),"Clerical (for example: secretary, clerk, office manager, civil servant, 
bookkeeper ",217,female,2019
8806,Occupational group - respondent´s spouse (WVS7),"Sales (for example: sales manager, shop owner, shop assistant, insurance 
agent, buyer)",216,female,2019
8807,Occupational group - respondent´s spouse (WVS7),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",304,female,2019
8808,Occupational group - respondent´s spouse (WVS7),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, 
tool and die maker, electrician)",296,female,2019
8809,Occupational group - respondent´s spouse (WVS7),"Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, 
carpenter, sheet metal worker, baker)",357,female,2019
8810,Occupational group - respondent´s spouse (WVS7),"Unskilled worker (for example: laborer, porter, unskilled factory worker, 
cleaner) ",266,female,2019
8811,Occupational group - respondent´s spouse (WVS7),"Farm worker (for example: farm laborer, tractor driver)",136,female,2019
8812,Occupational group - respondent´s spouse (WVS7),"Farm proprietor, farm manager",97,female,2019
8813,Occupational group - respondent´s spouse (WVS7),Never had a job ,1509,male,2020
8814,Occupational group - respondent´s spouse (WVS7),"Professional  and  technical  (for  example:  doctor,  teacher,  engineer,  artist, 
accountant, nurse)",1230,male,2020
8815,Occupational group - respondent´s spouse (WVS7),"Higher  administrative  (for  example:  banker,  executive  in  big  business,  high 
government official, union official) ",290,male,2020
8816,Occupational group - respondent´s spouse (WVS7),"Clerical (for example: secretary, clerk, office manager, civil servant, 
bookkeeper ",732,male,2020
8817,Occupational group - respondent´s spouse (WVS7),"Sales (for example: sales manager, shop owner, shop assistant, insurance 
agent, buyer)",601,male,2020
8818,Occupational group - respondent´s spouse (WVS7),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",499,male,2020
8819,Occupational group - respondent´s spouse (WVS7),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, 
tool and die maker, electrician)",343,male,2020
8820,Occupational group - respondent´s spouse (WVS7),"Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, 
carpenter, sheet metal worker, baker)",256,male,2020
8821,Occupational group - respondent´s spouse (WVS7),"Unskilled worker (for example: laborer, porter, unskilled factory worker, 
cleaner) ",372,male,2020
8822,Occupational group - respondent´s spouse (WVS7),"Farm worker (for example: farm laborer, tractor driver)",345,male,2020
8823,Occupational group - respondent´s spouse (WVS7),"Farm proprietor, farm manager",163,male,2020
8824,Occupational group - respondent´s spouse (WVS7),Never had a job ,274,female,2020
8825,Occupational group - respondent´s spouse (WVS7),"Professional  and  technical  (for  example:  doctor,  teacher,  engineer,  artist, 
accountant, nurse)",1141,female,2020
8826,Occupational group - respondent´s spouse (WVS7),"Higher  administrative  (for  example:  banker,  executive  in  big  business,  high 
government official, union official) ",361,female,2020
8827,Occupational group - respondent´s spouse (WVS7),"Clerical (for example: secretary, clerk, office manager, civil servant, 
bookkeeper ",444,female,2020
8828,Occupational group - respondent´s spouse (WVS7),"Sales (for example: sales manager, shop owner, shop assistant, insurance 
agent, buyer)",785,female,2020
8829,Occupational group - respondent´s spouse (WVS7),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",514,female,2020
8830,Occupational group - respondent´s spouse (WVS7),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, 
tool and die maker, electrician)",1043,female,2020
8831,Occupational group - respondent´s spouse (WVS7),"Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, 
carpenter, sheet metal worker, baker)",856,female,2020
8832,Occupational group - respondent´s spouse (WVS7),"Unskilled worker (for example: laborer, porter, unskilled factory worker, 
cleaner) ",663,female,2020
8833,Occupational group - respondent´s spouse (WVS7),"Farm worker (for example: farm laborer, tractor driver)",568,female,2020
8834,Occupational group - respondent´s spouse (WVS7),"Farm proprietor, farm manager",306,female,2020
8835,Occupational group - respondent´s spouse (WVS7),Never had a job ,399,male,2021
8836,Occupational group - respondent´s spouse (WVS7),"Professional  and  technical  (for  example:  doctor,  teacher,  engineer,  artist, 
accountant, nurse)",204,male,2021
8837,Occupational group - respondent´s spouse (WVS7),"Higher  administrative  (for  example:  banker,  executive  in  big  business,  high 
government official, union official) ",45,male,2021
8838,Occupational group - respondent´s spouse (WVS7),"Clerical (for example: secretary, clerk, office manager, civil servant, 
bookkeeper ",130,male,2021
8839,Occupational group - respondent´s spouse (WVS7),"Sales (for example: sales manager, shop owner, shop assistant, insurance 
agent, buyer)",142,male,2021
8840,Occupational group - respondent´s spouse (WVS7),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",106,male,2021
8841,Occupational group - respondent´s spouse (WVS7),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, 
tool and die maker, electrician)",96,male,2021
8842,Occupational group - respondent´s spouse (WVS7),"Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, 
carpenter, sheet metal worker, baker)",85,male,2021
8843,Occupational group - respondent´s spouse (WVS7),"Unskilled worker (for example: laborer, porter, unskilled factory worker, 
cleaner) ",97,male,2021
8844,Occupational group - respondent´s spouse (WVS7),"Farm worker (for example: farm laborer, tractor driver)",110,male,2021
8845,Occupational group - respondent´s spouse (WVS7),"Farm proprietor, farm manager",30,male,2021
8846,Occupational group - respondent´s spouse (WVS7),Never had a job ,113,female,2021
8847,Occupational group - respondent´s spouse (WVS7),"Professional  and  technical  (for  example:  doctor,  teacher,  engineer,  artist, 
accountant, nurse)",185,female,2021
8848,Occupational group - respondent´s spouse (WVS7),"Higher  administrative  (for  example:  banker,  executive  in  big  business,  high 
government official, union official) ",65,female,2021
8849,Occupational group - respondent´s spouse (WVS7),"Clerical (for example: secretary, clerk, office manager, civil servant, 
bookkeeper ",172,female,2021
8850,Occupational group - respondent´s spouse (WVS7),"Sales (for example: sales manager, shop owner, shop assistant, insurance 
agent, buyer)",192,female,2021
8851,Occupational group - respondent´s spouse (WVS7),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",228,female,2021
8852,Occupational group - respondent´s spouse (WVS7),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, 
tool and die maker, electrician)",298,female,2021
8853,Occupational group - respondent´s spouse (WVS7),"Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, 
carpenter, sheet metal worker, baker)",323,female,2021
8854,Occupational group - respondent´s spouse (WVS7),"Unskilled worker (for example: laborer, porter, unskilled factory worker, 
cleaner) ",138,female,2021
8855,Occupational group - respondent´s spouse (WVS7),"Farm worker (for example: farm laborer, tractor driver)",109,female,2021
8856,Occupational group - respondent´s spouse (WVS7),"Farm proprietor, farm manager",78,female,2021
8857,Occupational group - respondent´s spouse (WVS7),Never had a job ,160,male,2022
8858,Occupational group - respondent´s spouse (WVS7),"Professional  and  technical  (for  example:  doctor,  teacher,  engineer,  artist, 
accountant, nurse)",367,male,2022
8859,Occupational group - respondent´s spouse (WVS7),"Higher  administrative  (for  example:  banker,  executive  in  big  business,  high 
government official, union official) ",43,male,2022
8860,Occupational group - respondent´s spouse (WVS7),"Clerical (for example: secretary, clerk, office manager, civil servant, 
bookkeeper ",177,male,2022
8861,Occupational group - respondent´s spouse (WVS7),"Sales (for example: sales manager, shop owner, shop assistant, insurance 
agent, buyer)",55,male,2022
8862,Occupational group - respondent´s spouse (WVS7),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",122,male,2022
8863,Occupational group - respondent´s spouse (WVS7),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, 
tool and die maker, electrician)",27,male,2022
8864,Occupational group - respondent´s spouse (WVS7),"Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, 
carpenter, sheet metal worker, baker)",19,male,2022
8865,Occupational group - respondent´s spouse (WVS7),"Unskilled worker (for example: laborer, porter, unskilled factory worker, 
cleaner) ",22,male,2022
8866,Occupational group - respondent´s spouse (WVS7),"Farm worker (for example: farm laborer, tractor driver)",1,male,2022
8867,Occupational group - respondent´s spouse (WVS7),"Farm proprietor, farm manager",4,male,2022
8868,Occupational group - respondent´s spouse (WVS7),Never had a job ,14,female,2022
8869,Occupational group - respondent´s spouse (WVS7),"Professional  and  technical  (for  example:  doctor,  teacher,  engineer,  artist, 
accountant, nurse)",343,female,2022
8870,Occupational group - respondent´s spouse (WVS7),"Higher  administrative  (for  example:  banker,  executive  in  big  business,  high 
government official, union official) ",73,female,2022
8871,Occupational group - respondent´s spouse (WVS7),"Clerical (for example: secretary, clerk, office manager, civil servant, 
bookkeeper ",146,female,2022
8872,Occupational group - respondent´s spouse (WVS7),"Sales (for example: sales manager, shop owner, shop assistant, insurance 
agent, buyer)",63,female,2022
8873,Occupational group - respondent´s spouse (WVS7),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",79,female,2022
8874,Occupational group - respondent´s spouse (WVS7),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, 
tool and die maker, electrician)",109,female,2022
8875,Occupational group - respondent´s spouse (WVS7),"Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, 
carpenter, sheet metal worker, baker)",52,female,2022
8876,Occupational group - respondent´s spouse (WVS7),"Unskilled worker (for example: laborer, porter, unskilled factory worker, 
cleaner) ",21,female,2022
8877,Occupational group - respondent´s spouse (WVS7),"Farm worker (for example: farm laborer, tractor driver)",3,female,2022
8878,Occupational group - respondent´s spouse (WVS7),"Farm proprietor, farm manager",14,female,2022
8879,Confidence: The Press,A great deal ,609,male,2017
8880,Confidence: The Press,Quite a lot,4473,male,2017
8881,Confidence: The Press,Not Very Much,8192,male,2017
8882,Confidence: The Press,None at all,3320,male,2017
8883,Confidence: The Press,A great deal ,650,female,2017
8884,Confidence: The Press,Quite a lot,4938,female,2017
8885,Confidence: The Press,Not Very Much,10111,female,2017
8886,Confidence: The Press,None at all,3511,female,2017
8887,Confidence: The Press,A great deal ,2473,male,2018
8888,Confidence: The Press,Quite a lot,8954,male,2018
8889,Confidence: The Press,Not Very Much,12236,male,2018
8890,Confidence: The Press,None at all,5925,male,2018
8891,Confidence: The Press,A great deal ,2465,female,2018
8892,Confidence: The Press,Quite a lot,10418,female,2018
8893,Confidence: The Press,Not Very Much,14813,female,2018
8894,Confidence: The Press,None at all,6478,female,2018
8895,Confidence: The Press,A great deal ,353,male,2019
8896,Confidence: The Press,Quite a lot,1518,male,2019
8897,Confidence: The Press,Not Very Much,2044,male,2019
8898,Confidence: The Press,None at all,1067,male,2019
8899,Confidence: The Press,A great deal ,336,female,2019
8900,Confidence: The Press,Quite a lot,1911,female,2019
8901,Confidence: The Press,Not Very Much,2299,female,2019
8902,Confidence: The Press,None at all,1095,female,2019
8903,Confidence: The Press,A great deal ,1050,male,2020
8904,Confidence: The Press,Quite a lot,3869,male,2020
8905,Confidence: The Press,Not Very Much,4117,male,2020
8906,Confidence: The Press,None at all,1912,male,2020
8907,Confidence: The Press,A great deal ,922,female,2020
8908,Confidence: The Press,Quite a lot,4467,female,2020
8909,Confidence: The Press,Not Very Much,4975,female,2020
8910,Confidence: The Press,None at all,1997,female,2020
8911,Confidence: The Press,A great deal ,288,male,2021
8912,Confidence: The Press,Quite a lot,754,male,2021
8913,Confidence: The Press,Not Very Much,1294,male,2021
8914,Confidence: The Press,None at all,791,male,2021
8915,Confidence: The Press,A great deal ,289,female,2021
8916,Confidence: The Press,Quite a lot,900,female,2021
8917,Confidence: The Press,Not Very Much,1747,female,2021
8918,Confidence: The Press,None at all,1113,female,2021
8919,Confidence: The Press,A great deal ,50,male,2022
8920,Confidence: The Press,Quite a lot,391,male,2022
8921,Confidence: The Press,Not Very Much,716,male,2022
8922,Confidence: The Press,None at all,377,male,2022
8923,Confidence: The Press,A great deal ,29,female,2022
8924,Confidence: The Press,Quite a lot,363,female,2022
8925,Confidence: The Press,Not Very Much,838,female,2022
8926,Confidence: The Press,None at all,374,female,2022
8927,Trust: People of another nationality (B),trust completely,1563,male,2017
8928,Trust: People of another nationality (B),trust somewhat,8545,male,2017
8929,Trust: People of another nationality (B),do not trust very much,4141,male,2017
8930,Trust: People of another nationality (B),do not trust at all,1690,male,2017
